
==================== Loading and Splitting Data ====================
Task A (Classes 0-4): 25000 training samples
Task B (Classes 5-9): 25000 training samples

==================== EXPERIMENT 1: Full Fine-Tuning (The Baseline) ====================
Training on Task A...
{'loss': 1.2712, 'grad_norm': 37.67932891845703, 'learning_rate': 4.937340153452686e-05, 'epoch': 0.06}
{'loss': 0.042, 'grad_norm': 0.015112957917153835, 'learning_rate': 1.0370843989769822e-05, 'epoch': 3.96}
{'loss': 0.0402, 'grad_norm': 19.3818416595459, 'learning_rate': 9.73145780051151e-06, 'epoch': 4.03}
{'loss': 0.0273, 'grad_norm': 3.7254445552825928, 'learning_rate': 9.092071611253198e-06, 'epoch': 4.09}
{'loss': 0.0219, 'grad_norm': 0.10893402993679047, 'learning_rate': 8.452685421994886e-06, 'epoch': 4.16}
{'loss': 0.0469, 'grad_norm': 0.20575833320617676, 'learning_rate': 7.813299232736574e-06, 'epoch': 4.22}
{'loss': 0.0291, 'grad_norm': 0.7109932899475098, 'learning_rate': 7.173913043478261e-06, 'epoch': 4.28}
{'loss': 0.0206, 'grad_norm': 5.558712005615234, 'learning_rate': 6.534526854219949e-06, 'epoch': 4.35}
{'loss': 0.0256, 'grad_norm': 5.310607433319092, 'learning_rate': 5.895140664961637e-06, 'epoch': 4.41}
{'loss': 0.0259, 'grad_norm': 5.069961071014404, 'learning_rate': 5.255754475703325e-06, 'epoch': 4.48}
{'loss': 0.0284, 'grad_norm': 6.711158275604248, 'learning_rate': 4.616368286445013e-06, 'epoch': 4.54}
{'loss': 0.0205, 'grad_norm': 0.017776070162653923, 'learning_rate': 3.976982097186701e-06, 'epoch': 4.6}
{'loss': 0.0362, 'grad_norm': 0.03395232558250427, 'learning_rate': 3.337595907928389e-06, 'epoch': 4.67}
{'loss': 0.0163, 'grad_norm': 1.6115134954452515, 'learning_rate': 2.698209718670077e-06, 'epoch': 4.73}
{'loss': 0.0201, 'grad_norm': 11.779511451721191, 'learning_rate': 2.058823529411765e-06, 'epoch': 4.8}
{'loss': 0.0198, 'grad_norm': 0.2677482068538666, 'learning_rate': 1.4194373401534528e-06, 'epoch': 4.86}
{'loss': 0.0267, 'grad_norm': 9.974519729614258, 'learning_rate': 7.800511508951407e-07, 'epoch': 4.92}
{'loss': 0.0254, 'grad_norm': 0.2123868763446808, 'learning_rate': 1.4066496163682866e-07, 'epoch': 4.99}
{'train_runtime': 567.4068, 'train_samples_per_second': 220.301, 'train_steps_per_second': 6.891, 'train_loss': 0.13950722306357016, 'epoch': 5.0}
Training LoRA on Task B...
{'loss': 3.8729, 'grad_norm': 1.9889112710952759, 'learning_rate': 4.937340153452686e-05, 'epoch': 0.06}
{'loss': 1.5428, 'grad_norm': 3.4162585735321045, 'learning_rate': 4.8734015345268545e-05, 'epoch': 0.13}
{'loss': 0.6099, 'grad_norm': 2.0618584156036377, 'learning_rate': 4.809462915601023e-05, 'epoch': 0.19}
{'loss': 0.2937, 'grad_norm': 2.2703163623809814, 'learning_rate': 4.745524296675192e-05, 'epoch': 0.26}
{'loss': 0.1732, 'grad_norm': 5.706872463226318, 'learning_rate': 4.681585677749361e-05, 'epoch': 0.32}
{'loss': 0.124, 'grad_norm': 7.446727275848389, 'learning_rate': 4.61764705882353e-05, 'epoch': 0.38}
{'loss': 0.1105, 'grad_norm': 9.291707038879395, 'learning_rate': 4.5537084398976985e-05, 'epoch': 0.45}
{'loss': 0.0933, 'grad_norm': 3.0361669063568115, 'learning_rate': 4.489769820971867e-05, 'epoch': 0.51}
{'loss': 0.0852, 'grad_norm': 6.247434139251709, 'learning_rate': 4.4258312020460354e-05, 'epoch': 0.58}
{'loss': 0.0675, 'grad_norm': 1.4407694339752197, 'learning_rate': 4.361892583120204e-05, 'epoch': 0.64}
{'loss': 0.0432, 'grad_norm': 8.91403579711914, 'learning_rate': 4.297953964194373e-05, 'epoch': 0.7}
{'loss': 0.0616, 'grad_norm': 0.24323095381259918, 'learning_rate': 4.234015345268542e-05, 'epoch': 0.77}
{'loss': 0.0601, 'grad_norm': 6.060014247894287, 'learning_rate': 4.1700767263427106e-05, 'epoch': 0.83}
{'loss': 0.0904, 'grad_norm': 6.490545749664307, 'learning_rate': 4.1061381074168794e-05, 'epoch': 0.9}
{'loss': 0.0453, 'grad_norm': 4.488615989685059, 'learning_rate': 4.042199488491048e-05, 'epoch': 0.96}
{'loss': 0.0805, 'grad_norm': 1.19037926197052, 'learning_rate': 3.978260869565217e-05, 'epoch': 1.02}
{'loss': 0.0373, 'grad_norm': 0.0508866012096405, 'learning_rate': 3.914322250639386e-05, 'epoch': 1.09}
{'loss': 0.0407, 'grad_norm': 6.250194072723389, 'learning_rate': 3.8503836317135546e-05, 'epoch': 1.15}
{'loss': 0.0587, 'grad_norm': 0.4062563180923462, 'learning_rate': 3.7864450127877235e-05, 'epoch': 1.21}
{'loss': 0.0424, 'grad_norm': 0.6493868827819824, 'learning_rate': 3.722506393861892e-05, 'epoch': 1.28}
{'loss': 0.0326, 'grad_norm': 3.906912088394165, 'learning_rate': 3.658567774936061e-05, 'epoch': 1.34}
{'loss': 0.0402, 'grad_norm': 4.518426418304443, 'learning_rate': 3.5946291560102305e-05, 'epoch': 1.41}
{'loss': 0.0253, 'grad_norm': 1.6468150615692139, 'learning_rate': 3.5306905370843993e-05, 'epoch': 1.47}
{'loss': 0.0405, 'grad_norm': 0.07741823047399521, 'learning_rate': 3.466751918158568e-05, 'epoch': 1.53}
{'loss': 0.0264, 'grad_norm': 0.5151082873344421, 'learning_rate': 3.402813299232737e-05, 'epoch': 1.6}
{'loss': 0.0198, 'grad_norm': 0.02777276746928692, 'learning_rate': 3.338874680306906e-05, 'epoch': 1.66}
{'loss': 0.0484, 'grad_norm': 0.028963394463062286, 'learning_rate': 3.2749360613810746e-05, 'epoch': 1.73}
{'loss': 0.0472, 'grad_norm': 7.270580291748047, 'learning_rate': 3.2109974424552434e-05, 'epoch': 1.79}
{'loss': 0.0228, 'grad_norm': 0.44073110818862915, 'learning_rate': 3.147058823529412e-05, 'epoch': 1.85}
{'loss': 0.0349, 'grad_norm': 0.01800248771905899, 'learning_rate': 3.083120204603581e-05, 'epoch': 1.92}
{'loss': 0.0404, 'grad_norm': 5.011851787567139, 'learning_rate': 3.0191815856777494e-05, 'epoch': 1.98}
{'loss': 0.047, 'grad_norm': 0.043307721614837646, 'learning_rate': 2.9552429667519182e-05, 'epoch': 2.05}
{'loss': 0.0198, 'grad_norm': 0.11974048614501953, 'learning_rate': 2.891304347826087e-05, 'epoch': 2.11}
{'loss': 0.0112, 'grad_norm': 3.8997280597686768, 'learning_rate': 2.827365728900256e-05, 'epoch': 2.17}
{'loss': 0.0298, 'grad_norm': 0.06627669185400009, 'learning_rate': 2.7634271099744246e-05, 'epoch': 2.24}
{'loss': 0.0118, 'grad_norm': 1.056567668914795, 'learning_rate': 2.6994884910485935e-05, 'epoch': 2.3}
{'loss': 0.0272, 'grad_norm': 17.934654235839844, 'learning_rate': 2.6355498721227623e-05, 'epoch': 2.37}
{'loss': 0.0203, 'grad_norm': 0.006826970726251602, 'learning_rate': 2.571611253196931e-05, 'epoch': 2.43}
{'loss': 0.0127, 'grad_norm': 0.022524798288941383, 'learning_rate': 2.5076726342711e-05, 'epoch': 2.49}
{'loss': 0.0266, 'grad_norm': 1.0716218948364258, 'learning_rate': 2.4437340153452687e-05, 'epoch': 2.56}
{'loss': 0.0399, 'grad_norm': 0.18075162172317505, 'learning_rate': 2.3797953964194375e-05, 'epoch': 2.62}
{'loss': 0.0073, 'grad_norm': 0.033024776726961136, 'learning_rate': 2.3158567774936063e-05, 'epoch': 2.69}
{'loss': 0.0277, 'grad_norm': 0.00682286499068141, 'learning_rate': 2.251918158567775e-05, 'epoch': 2.75}
{'loss': 0.0154, 'grad_norm': 3.94159197807312, 'learning_rate': 2.187979539641944e-05, 'epoch': 2.81}
{'loss': 0.0208, 'grad_norm': 0.13127517700195312, 'learning_rate': 2.1240409207161127e-05, 'epoch': 2.88}
{'loss': 0.0299, 'grad_norm': 5.715610504150391, 'learning_rate': 2.0601023017902815e-05, 'epoch': 2.94}
{'loss': 0.0183, 'grad_norm': 0.37345725297927856, 'learning_rate': 1.9961636828644503e-05, 'epoch': 3.01}
{'loss': 0.0024, 'grad_norm': 0.016825880855321884, 'learning_rate': 1.932225063938619e-05, 'epoch': 3.07}
{'loss': 0.0174, 'grad_norm': 0.08837151527404785, 'learning_rate': 1.868286445012788e-05, 'epoch': 3.13}
{'loss': 0.0104, 'grad_norm': 0.0076771508902311325, 'learning_rate': 1.8043478260869567e-05, 'epoch': 3.2}
{'loss': 0.0186, 'grad_norm': 0.02550038881599903, 'learning_rate': 1.740409207161125e-05, 'epoch': 3.26}
{'loss': 0.0027, 'grad_norm': 0.018751434981822968, 'learning_rate': 1.676470588235294e-05, 'epoch': 3.32}
{'loss': 0.003, 'grad_norm': 0.006217006128281355, 'learning_rate': 1.6125319693094628e-05, 'epoch': 3.39}
{'loss': 0.0171, 'grad_norm': 0.024380439892411232, 'learning_rate': 1.5485933503836316e-05, 'epoch': 3.45}
{'loss': 0.0217, 'grad_norm': 0.02244960516691208, 'learning_rate': 1.4846547314578006e-05, 'epoch': 3.52}
{'loss': 0.0128, 'grad_norm': 0.03200586140155792, 'learning_rate': 1.4207161125319694e-05, 'epoch': 3.58}
{'loss': 0.0162, 'grad_norm': 0.006480975542217493, 'learning_rate': 1.3567774936061382e-05, 'epoch': 3.64}
{'loss': 0.0205, 'grad_norm': 0.003440020140260458, 'learning_rate': 1.292838874680307e-05, 'epoch': 3.71}
{'loss': 0.0248, 'grad_norm': 0.08800290524959564, 'learning_rate': 1.2289002557544758e-05, 'epoch': 3.77}
{'loss': 0.0221, 'grad_norm': 0.031828928738832474, 'learning_rate': 1.1649616368286446e-05, 'epoch': 3.84}
{'loss': 0.0096, 'grad_norm': 1.6731728315353394, 'learning_rate': 1.1010230179028134e-05, 'epoch': 3.9}
{'loss': 0.0136, 'grad_norm': 0.004339700099080801, 'learning_rate': 1.0370843989769822e-05, 'epoch': 3.96}
{'loss': 0.0088, 'grad_norm': 0.004651046358048916, 'learning_rate': 9.73145780051151e-06, 'epoch': 4.03}
{'loss': 0.0024, 'grad_norm': 0.05343606695532799, 'learning_rate': 9.092071611253198e-06, 'epoch': 4.09}
{'loss': 0.0026, 'grad_norm': 0.009335504844784737, 'learning_rate': 8.452685421994886e-06, 'epoch': 4.16}
{'loss': 0.0047, 'grad_norm': 0.03642123565077782, 'learning_rate': 7.813299232736574e-06, 'epoch': 4.22}
{'loss': 0.0179, 'grad_norm': 0.0070990691892802715, 'learning_rate': 7.173913043478261e-06, 'epoch': 4.28}
{'loss': 0.0127, 'grad_norm': 0.030519958585500717, 'learning_rate': 6.534526854219949e-06, 'epoch': 4.35}
{'loss': 0.0037, 'grad_norm': 0.011474426835775375, 'learning_rate': 5.895140664961637e-06, 'epoch': 4.41}
{'loss': 0.0075, 'grad_norm': 0.0830620527267456, 'learning_rate': 5.255754475703325e-06, 'epoch': 4.48}
{'loss': 0.0104, 'grad_norm': 0.29502254724502563, 'learning_rate': 4.616368286445013e-06, 'epoch': 4.54}
{'loss': 0.0124, 'grad_norm': 0.14105287194252014, 'learning_rate': 3.976982097186701e-06, 'epoch': 4.6}
{'loss': 0.0066, 'grad_norm': 0.3387549817562103, 'learning_rate': 3.337595907928389e-06, 'epoch': 4.67}
{'loss': 0.0096, 'grad_norm': 0.32335665822029114, 'learning_rate': 2.698209718670077e-06, 'epoch': 4.73}
{'loss': 0.005, 'grad_norm': 0.30926328897476196, 'learning_rate': 2.058823529411765e-06, 'epoch': 4.8}
{'loss': 0.0094, 'grad_norm': 0.02916218526661396, 'learning_rate': 1.4194373401534528e-06, 'epoch': 4.86}
{'loss': 0.013, 'grad_norm': 0.05318537726998329, 'learning_rate': 7.800511508951407e-07, 'epoch': 4.92}
{'loss': 0.0082, 'grad_norm': 0.003354360582306981, 'learning_rate': 1.4066496163682866e-07, 'epoch': 4.99}
{'train_runtime': 548.8333, 'train_samples_per_second': 227.756, 'train_steps_per_second': 7.124, 'train_loss': 0.11037193039989532, 'epoch': 5.0}
Evaluating on Test A (LoRA - After Training B)...
Accuracy/Loss on Test A (LoRA - After Training B): {'eval_loss': 8.368017196655273, 'eval_model_preparation_time': 0.0104, 'eval_runtime': 18.2735, 'eval_samples_per_second': 273.62, 'eval_steps_per_second': 34.202}

==================== FINAL RESULTS & PLOTTING ====================
Baseline - Accuracy on Task A after learning B: 14.9907
LoRA     - Accuracy on Task A after learning B: 8.3680
Generating comparison graph...
Graph saved as comparison_graph.png
